,OID_,Elevation,Latitude,Longitude
10056,9899,262.0,-38.125,176.525
10057,9900,271.0,-38.125,176.575
10058,9902,185.0,-38.125,176.625
10059,10653,620.0,-38.075,176.525
10060,10655,439.0,-38.075,176.575
10061,10664,257.0,-38.075,176.625
10062,10843,261.0,-37.975,176.525
10063,10844,245.0,-37.975,176.575
10064,10845,263.0,-37.975,176.625
10065,10966,295.0,-38.025,176.525
10066,10967,317.0,-38.025,176.575
10067,10968,377.0,-38.025,176.625
10068,9904,166.0,-38.125,176.675
10069,9906,155.0,-38.125,176.725
10070,9908,185.0,-38.125,176.775
10071,9910,199.0,-38.125,176.825
10072,10030,302.0,-38.025,176.675
10073,10038,20.0,-38.025,176.725
10074,10048,20.0,-38.025,176.775
10075,10166,17.0,-38.025,176.825
10076,10669,77.0,-38.075,176.675
10077,10674,34.0,-38.075,176.725
10078,10679,58.0,-38.075,176.775
10079,10684,63.0,-38.075,176.825
10080,10846,481.0,-37.975,176.675
10081,10847,188.0,-37.975,176.725
10082,10848,14.0,-37.975,176.775
10083,10849,7.0,-37.975,176.825
10084,9912,257.0,-38.125,176.875
10085,9915,68.0,-38.125,176.925
10086,9918,55.0,-38.125,176.975
10087,9922,74.0,-38.125,177.025
10088,10171,191.0,-38.025,176.875
10089,10184,147.0,-38.025,176.925
10090,10193,23.0,-38.025,176.975
10091,10202,318.0,-38.025,177.025
10092,10689,214.0,-38.075,176.875
10093,10694,74.0,-38.075,176.925
10094,10699,20.0,-38.075,176.975
10095,10778,28.0,-38.075,177.025
10096,10850,10.0,-37.975,176.875
10097,10851,10.0,-37.975,176.925
10098,10852,8.0,-37.975,176.975
10099,10853,99.0,-37.975,177.025
10100,9925,80.0,-38.125,177.075
10101,9927,40.0,-38.125,177.125
10102,9929,153.0,-38.125,177.175
10103,10297,60.0,-38.025,177.075
10104,10303,38.0,-38.025,177.175
10105,10782,160.0,-38.075,177.075
10106,10786,140.0,-38.075,177.125
10107,10789,95.0,-38.075,177.175
10108,9973,617.0,-38.125,177.225
10109,9974,202.0,-38.125,177.275
10110,9975,84.0,-38.125,177.325
10111,9976,290.0,-38.125,177.375
10112,10320,63.0,-38.025,177.225
10113,10332,17.0,-38.025,177.275
10114,10336,20.0,-38.025,177.325
10115,10344,182.0,-38.025,177.375
10116,10793,343.0,-38.075,177.225
10117,10797,20.0,-38.075,177.275
10118,10801,87.0,-38.075,177.325
10119,10805,218.0,-38.075,177.375
10120,9977,109.0,-38.125,177.425
10121,9978,581.0,-38.125,177.475
10122,9979,686.0,-38.125,177.525
10123,10446,52.0,-38.025,177.425
10124,10449,264.0,-38.025,177.475
10125,10451,410.0,-38.025,177.525
10126,10809,380.0,-38.075,177.425
10127,10813,182.0,-38.075,177.475
10128,10817,515.0,-38.075,177.525
10129,10854,94.0,-37.975,177.475
10130,10855,318.0,-37.975,177.525
10131,9980,406.0,-38.125,177.575
10132,9981,615.0,-38.125,177.625
10133,9982,424.0,-38.125,177.675
10134,9983,442.0,-38.125,177.725
10135,10457,402.0,-38.025,177.575
10136,10465,354.0,-38.025,177.625
10137,10563,205.0,-38.025,177.675
10138,10568,987.0,-38.025,177.725
10139,10821,397.0,-38.075,177.575
10140,10856,276.0,-37.975,177.575
10141,10857,448.0,-37.975,177.625
10142,10858,836.0,-37.975,177.675
10143,10859,745.0,-37.975,177.725
10144,10878,518.0,-38.075,177.625
10145,10879,484.0,-38.075,177.675
10146,10880,591.0,-38.075,177.725
10147,9984,360.0,-38.125,177.775
10148,9985,586.0,-38.125,177.825
10149,9986,762.0,-38.125,177.875
10150,9987,687.0,-38.125,177.925
10151,10573,629.0,-38.025,177.775
10152,10579,695.0,-38.025,177.825
10153,10658,1175.0,-38.025,177.875
10154,10660,831.0,-38.025,177.925
10155,10860,439.0,-37.975,177.775
10156,10861,881.0,-37.975,177.825
10157,10862,564.0,-37.975,177.875
10158,10863,1058.0,-37.975,177.925
10159,10881,1031.0,-38.075,177.775
10160,10882,1070.0,-38.075,177.825
10161,10883,1033.0,-38.075,177.875
10162,10884,777.0,-38.075,177.925
10163,9988,558.0,-38.125,177.975
10164,9989,565.0,-38.125,178.025
10165,9990,340.0,-38.125,178.075
10166,10665,635.0,-38.025,177.975
10167,10670,627.0,-38.025,178.025
10168,10675,368.0,-38.025,178.075
10169,10864,989.0,-37.975,177.975
10170,10865,931.0,-37.975,178.025
10171,10866,869.0,-37.975,178.075
10172,10887,594.0,-38.075,177.975
10173,10890,596.0,-38.075,178.025
10174,10892,428.0,-38.075,178.075
10175,9991,536.0,-38.125,178.125
10176,9992,222.0,-38.125,178.175
10177,9993,154.0,-38.125,178.225
10178,9994,175.0,-38.125,178.275
10179,10680,495.0,-38.025,178.125
10180,10685,340.0,-38.025,178.175
10181,10690,287.0,-38.025,178.225
10182,10695,202.0,-38.025,178.275
10183,10867,345.0,-37.975,178.125
10184,10868,314.0,-37.975,178.175
10185,10869,265.0,-37.975,178.225
10186,10870,279.0,-37.975,178.275
10187,10894,338.0,-38.075,178.125
10188,10896,432.0,-38.075,178.175
10189,10898,332.0,-38.075,178.225
10190,10900,212.0,-38.075,178.275
10191,10700,98.0,-38.025,178.325
10192,10871,329.0,-37.975,178.325
10193,10902,314.0,-38.075,178.325
10194,10206,84.0,-37.825,174.825
10195,10815,255.0,-37.875,174.775
10196,10819,255.0,-37.875,174.825
10197,10872,21.0,-37.925,174.825
10198,10873,90.0,-37.925,174.875
10199,10886,134.0,-37.875,174.875
10200,10207,51.0,-37.825,174.925
10201,10208,21.0,-37.825,174.975
10202,10209,60.0,-37.825,175.025
10203,10874,230.0,-37.925,174.925
10204,10875,217.0,-37.925,174.975
10205,10876,137.0,-37.925,175.025
10206,10888,99.0,-37.875,174.925
10207,10889,414.0,-37.875,174.975
10208,10891,92.0,-37.875,175.025
10209,10019,60.0,-37.925,175.125
10210,10023,20.0,-37.925,175.175
10211,10026,39.0,-37.925,175.225
10212,10210,130.0,-37.825,175.075
10213,10211,38.0,-37.825,175.125
10214,10212,42.0,-37.825,175.175
10215,10213,41.0,-37.825,175.225
10216,10877,169.0,-37.925,175.075
10217,10893,143.0,-37.875,175.075
10218,10895,40.0,-37.875,175.125
10219,10897,20.0,-37.875,175.175
10220,10899,37.0,-37.875,175.225
10221,10033,41.0,-37.925,175.275
10222,10042,60.0,-37.925,175.325
10223,10052,62.0,-37.925,175.375
10224,10214,50.0,-37.825,175.275
10225,10215,40.0,-37.825,175.325
10226,10216,48.0,-37.825,175.375
10227,10901,60.0,-37.875,175.275
10228,10903,44.0,-37.875,175.325
10229,10905,48.0,-37.875,175.375
10230,10156,60.0,-37.925,175.425
10231,10161,71.0,-37.925,175.475
10232,10167,89.0,-37.925,175.525
10233,10174,105.0,-37.925,175.575
10234,10217,56.0,-37.825,175.425
10235,10218,71.0,-37.825,175.475
10236,10219,282.0,-37.825,175.525
10237,10220,197.0,-37.825,175.575
10238,10908,63.0,-37.875,175.425
10239,10969,71.0,-37.875,175.475
10240,10970,88.0,-37.875,175.525
10241,10971,118.0,-37.875,175.575
10242,10186,171.0,-37.925,175.625
10243,10194,101.0,-37.925,175.675
10244,10203,100.0,-37.925,175.725
10245,10221,185.0,-37.825,175.625
10246,10222,179.0,-37.825,175.675
10247,10223,80.0,-37.825,175.725
10248,10224,69.0,-37.825,175.775
10249,10301,80.0,-37.925,175.775
10250,10972,314.0,-37.875,175.625
10251,10973,179.0,-37.875,175.675
10252,10974,82.0,-37.875,175.725
10253,10975,78.0,-37.875,175.775
10254,10225,73.0,-37.825,175.825
10255,10226,125.0,-37.825,175.875
10256,10227,565.0,-37.825,175.925
10257,10304,100.0,-37.925,175.825
10258,10316,107.0,-37.925,175.875
10259,10326,394.0,-37.925,175.925
10260,10976,70.0,-37.875,175.825
10261,10977,67.0,-37.875,175.875
10262,10978,343.0,-37.875,175.925
10263,10228,296.0,-37.825,175.975
10264,10229,180.0,-37.825,176.025
10265,10230,224.0,-37.825,176.075
10266,10231,161.0,-37.825,176.125
10267,10330,458.0,-37.925,175.975
10268,10335,444.0,-37.925,176.025
10269,10343,463.0,-37.925,176.075
10270,10440,486.0,-37.925,176.125
10271,10979,416.0,-37.875,175.975
10272,10980,322.0,-37.875,176.025
10273,10981,346.0,-37.875,176.075
10274,10982,346.0,-37.875,176.125
10275,10232,241.0,-37.825,176.175
10276,10233,346.0,-37.825,176.225
10277,10234,160.0,-37.825,176.275
10278,10454,394.0,-37.925,176.175
10279,10461,346.0,-37.925,176.225
10280,10468,250.0,-37.925,176.275
10281,10983,368.0,-37.875,176.175
10282,10984,441.0,-37.875,176.225
10283,10985,292.0,-37.875,176.275
10284,10235,75.0,-37.825,176.325
10285,10236,40.0,-37.825,176.375
10286,10237,20.0,-37.825,176.425
10287,10238,16.0,-37.825,176.475
10288,10557,171.0,-37.925,176.325
10289,10560,216.0,-37.925,176.375
10290,10566,201.0,-37.925,176.425
10291,10571,162.0,-37.925,176.475
10292,10986,235.0,-37.875,176.325
10293,10987,78.0,-37.875,176.375
10294,10988,61.0,-37.875,176.425
10295,10989,72.0,-37.875,176.475
10296,10239,20.0,-37.825,176.525
10297,10240,20.0,-37.825,176.575
10298,10577,175.0,-37.925,176.525
10299,10582,159.0,-37.925,176.575
10300,10652,85.0,-37.925,176.625
10301,10990,78.0,-37.875,176.525
10302,10991,101.0,-37.875,176.575
10303,10992,104.0,-37.875,176.625
10304,10654,206.0,-37.925,176.675
10305,10661,174.0,-37.925,176.725
10306,10666,8.0,-37.925,176.775
10307,10671,5.0,-37.925,176.825
10308,10993,99.0,-37.875,176.675
10309,10676,6.0,-37.925,176.875
10310,10681,4.0,-37.925,176.925
10311,10241,80.0,-37.825,177.625
10312,10242,391.0,-37.825,177.675
10313,10243,179.0,-37.825,177.725
10314,10686,139.0,-37.925,177.575
10315,10691,264.0,-37.925,177.625
10316,10696,187.0,-37.925,177.675
10317,10701,145.0,-37.925,177.725
10318,10994,189.0,-37.875,177.625
10319,10995,573.0,-37.875,177.675
10320,10996,383.0,-37.875,177.725
10321,10244,894.0,-37.825,177.775
10322,10245,811.0,-37.825,177.825
10323,10246,712.0,-37.825,177.875
10324,10247,276.0,-37.825,177.925
10325,10769,896.0,-37.925,177.775
10326,10771,241.0,-37.925,177.825
10327,10773,363.0,-37.925,177.875
10328,10776,740.0,-37.925,177.925
10329,10997,339.0,-37.875,177.775
10330,10998,575.0,-37.875,177.825
10331,10999,581.0,-37.875,177.875
10332,11000,720.0,-37.875,177.925
10333,10040,738.0,-37.875,177.975
10334,10051,560.0,-37.875,178.025
10335,10157,491.0,-37.875,178.075
10336,10248,656.0,-37.825,177.975
10337,10249,694.0,-37.825,178.025
10338,10250,616.0,-37.825,178.075
10339,10779,1115.0,-37.925,177.975
10340,10783,1212.0,-37.925,178.025
10341,10787,1277.0,-37.925,178.075
10342,10160,469.0,-37.875,178.125
10343,10175,218.0,-37.875,178.175
10344,10183,116.0,-37.875,178.225
10345,10195,72.0,-37.875,178.275
10346,10251,496.0,-37.825,178.125
10347,10252,764.0,-37.825,178.175
10348,10253,415.0,-37.825,178.225
10349,10254,142.0,-37.825,178.275
10350,10791,869.0,-37.925,178.125
10351,10795,329.0,-37.925,178.175
10352,10799,104.0,-37.925,178.225
10353,10803,112.0,-37.925,178.275
10354,10204,50.0,-37.875,178.325
10355,10205,173.0,-37.875,178.375
10356,10255,93.0,-37.825,178.325
10357,10256,33.0,-37.825,178.375
10358,10257,200.0,-37.825,178.425
10359,10807,462.0,-37.925,178.325
10360,10811,69.0,-37.925,178.375
10361,10258,103.0,-37.775,174.875
10362,10300,103.0,-37.725,174.825
10363,10305,79.0,-37.725,174.875
10364,10722,64.0,-37.675,174.825
10365,10723,44.0,-37.675,174.875
10366,10764,95.0,-37.625,174.825
10367,10765,22.0,-37.625,174.875
10368,10001,84.0,-37.625,175.025
10369,10259,22.0,-37.775,174.975
10370,10260,161.0,-37.775,175.025
10371,10333,80.0,-37.725,174.925
10372,10341,38.0,-37.725,174.975
10373,10349,104.0,-37.725,175.025
10374,10724,117.0,-37.675,174.925
10375,10725,116.0,-37.675,174.975
10376,10726,209.0,-37.675,175.025
10377,10766,109.0,-37.625,174.925
10378,10767,117.0,-37.625,174.975
10379,10002,97.0,-37.625,175.075
10380,10003,113.0,-37.625,175.125
10381,10004,18.0,-37.625,175.175
10382,10005,20.0,-37.625,175.225
10383,10261,81.0,-37.775,175.075
10384,10262,26.0,-37.775,175.125
10385,10263,23.0,-37.775,175.175
10386,10264,41.0,-37.775,175.225
10387,10445,209.0,-37.725,175.075
10388,10447,20.0,-37.725,175.125
10389,10448,40.0,-37.725,175.175
10390,10450,24.0,-37.725,175.225
10391,10727,131.0,-37.675,175.075
10392,10728,191.0,-37.675,175.125
10393,10729,27.0,-37.675,175.175
10394,10730,33.0,-37.675,175.225
10395,10006,33.0,-37.625,175.275
10396,10007,30.0,-37.625,175.325
10397,10008,31.0,-37.625,175.375
10398,10265,20.0,-37.775,175.275
10399,10266,49.0,-37.775,175.325
10400,10267,41.0,-37.775,175.375
10401,10456,40.0,-37.725,175.275
10402,10463,40.0,-37.725,175.325
10403,10555,45.0,-37.725,175.375
10404,10731,32.0,-37.675,175.275
10405,10732,30.0,-37.675,175.325
10406,10733,40.0,-37.675,175.375
10407,10009,38.0,-37.625,175.425
10408,10010,30.0,-37.625,175.475
10409,10011,37.0,-37.625,175.525
10410,10012,20.0,-37.625,175.575
10411,10268,52.0,-37.775,175.425
10412,10269,158.0,-37.775,175.475
10413,10270,164.0,-37.775,175.525
10414,10271,156.0,-37.775,175.575
10415,10562,47.0,-37.725,175.425
10416,10565,86.0,-37.725,175.475
10417,10569,60.0,-37.725,175.525
10418,10575,48.0,-37.725,175.575
10419,10734,46.0,-37.675,175.425
10420,10735,42.0,-37.675,175.475
10421,10736,53.0,-37.675,175.525
10422,10737,33.0,-37.675,175.575
10423,10013,24.0,-37.625,175.625
10424,10014,31.0,-37.625,175.675
10425,10015,30.0,-37.625,175.725
10426,10016,20.0,-37.625,175.775
10427,10272,62.0,-37.775,175.625
10428,10273,78.0,-37.775,175.675
10429,10274,79.0,-37.775,175.725
10430,10275,52.0,-37.775,175.775
10431,10581,40.0,-37.725,175.625
10432,10656,57.0,-37.725,175.675
10433,10659,42.0,-37.725,175.725
10434,10663,47.0,-37.725,175.775
10435,10738,43.0,-37.675,175.625
10436,10739,30.0,-37.675,175.675
10437,10740,32.0,-37.675,175.725
10438,10741,31.0,-37.675,175.775
10439,10017,449.0,-37.625,175.825
10440,10018,232.0,-37.625,175.875
10441,10020,42.0,-37.625,175.925
10442,10276,47.0,-37.775,175.825
10443,10277,154.0,-37.775,175.875
10444,10278,482.0,-37.775,175.925
10445,10668,40.0,-37.725,175.825
10446,10673,480.0,-37.725,175.875
10447,10678,440.0,-37.725,175.925
10448,10742,58.0,-37.675,175.825
10449,10743,690.0,-37.675,175.875
10450,10744,243.0,-37.675,175.925
10451,10279,460.0,-37.775,175.975
10452,10280,215.0,-37.775,176.025
10453,10281,50.0,-37.775,176.075
10454,10282,80.0,-37.775,176.125
10455,10683,301.0,-37.725,175.975
10456,10688,210.0,-37.725,176.025
10457,10693,122.0,-37.725,176.075
10458,10698,37.0,-37.725,176.125
10459,10745,121.0,-37.675,175.975
10460,10746,24.0,-37.675,176.025
10461,10747,20.0,-37.675,176.075
10462,10748,3.0,-37.675,176.125
10463,10283,163.0,-37.775,176.175
10464,10284,286.0,-37.775,176.225
10465,10285,21.0,-37.775,176.275
10466,10703,19.0,-37.725,176.225
10467,10704,56.0,-37.725,176.275
10468,10749,9.0,-37.675,176.225
10469,10021,45.0,-37.625,176.425
10470,10286,15.0,-37.775,176.325
10471,10287,7.0,-37.775,176.375
10472,10288,6.0,-37.775,176.425
10473,10705,9.0,-37.725,176.325
10474,10289,389.0,-37.775,177.725
10475,10706,171.0,-37.725,177.725
10476,10022,55.0,-37.625,177.925
10477,10290,480.0,-37.775,177.775
10478,10291,292.0,-37.775,177.825
10479,10292,552.0,-37.775,177.875
10480,10293,192.0,-37.775,177.925
10481,10707,298.0,-37.725,177.775
10482,10708,703.0,-37.725,177.825
10483,10709,399.0,-37.725,177.875
10484,10710,289.0,-37.725,177.925
10485,10750,96.0,-37.675,177.825
10486,10751,22.0,-37.675,177.875
10487,10752,234.0,-37.675,177.925
10488,10025,350.0,-37.625,177.975
10489,10028,213.0,-37.625,178.025
10490,10035,242.0,-37.625,178.075
10491,10294,377.0,-37.775,177.975
10492,10295,837.0,-37.775,178.025
10493,10296,1099.0,-37.775,178.075
10494,10711,357.0,-37.725,177.975
10495,10712,211.0,-37.725,178.025
10496,10713,391.0,-37.725,178.075
10497,10753,367.0,-37.675,177.975
10498,10754,328.0,-37.675,178.025
10499,10755,185.0,-37.675,178.075
10500,10031,1036.0,-37.775,178.125
10501,10039,752.0,-37.775,178.175
10502,10045,171.0,-37.625,178.125
10503,10049,397.0,-37.775,178.225
10504,10155,167.0,-37.775,178.275
10505,10165,659.0,-37.625,178.175
10506,10172,341.0,-37.625,178.225
10507,10185,498.0,-37.625,178.275
10508,10714,770.0,-37.725,178.125
10509,10715,262.0,-37.725,178.175
10510,10716,619.0,-37.725,178.225
10511,10717,176.0,-37.725,178.275
10512,10756,415.0,-37.675,178.125
10513,10757,446.0,-37.675,178.175
10514,10758,334.0,-37.675,178.225
10515,10759,67.0,-37.675,178.275
10516,10162,139.0,-37.775,178.325
10517,10170,144.0,-37.775,178.375
10518,10179,45.0,-37.775,178.425
10519,10192,9.0,-37.625,178.325
10520,10718,149.0,-37.725,178.325
10521,10719,106.0,-37.725,178.375
10522,10720,235.0,-37.725,178.425
10523,10760,72.0,-37.675,178.325
10524,10761,121.0,-37.675,178.375
10525,10762,204.0,-37.675,178.425
10526,10199,9.0,-37.775,178.475
10527,10721,175.0,-37.725,178.475
10528,10763,211.0,-37.675,178.475
10529,10201,58.0,-37.575,174.775
10530,10309,189.0,-37.575,174.825
10531,10311,101.0,-37.575,174.875
10532,10774,21.0,-37.525,174.775
10533,10777,193.0,-37.525,174.825
10534,10780,135.0,-37.525,174.875
10535,10920,75.0,-37.475,174.775
10536,10921,20.0,-37.475,174.825
10537,10922,80.0,-37.475,174.875
10538,10313,61.0,-37.575,174.925
10539,10315,67.0,-37.575,174.975
10540,10318,197.0,-37.575,175.025
10541,10784,105.0,-37.525,174.925
10542,10788,53.0,-37.525,174.975
10543,10792,28.0,-37.525,175.025
10544,10923,144.0,-37.475,174.925
10545,10924,79.0,-37.475,174.975
10546,10925,20.0,-37.475,175.025
10547,10328,61.0,-37.575,175.075
10548,10339,11.0,-37.575,175.125
10549,10347,112.0,-37.575,175.175
10550,10436,20.0,-37.575,175.225
10551,10796,25.0,-37.525,175.075
10552,10800,20.0,-37.525,175.125
10553,10804,21.0,-37.525,175.175
10554,10808,102.0,-37.525,175.225
10555,10926,19.0,-37.475,175.075
10556,10927,14.0,-37.475,175.125
10557,10928,10.0,-37.475,175.175
10558,10929,17.0,-37.475,175.225
10559,10444,12.0,-37.575,175.275
10560,10453,20.0,-37.575,175.325
10561,10460,41.0,-37.575,175.375
10562,10812,28.0,-37.525,175.275
10563,10816,20.0,-37.525,175.325
10564,10820,24.0,-37.525,175.375
10565,10930,40.0,-37.475,175.275
10566,10931,156.0,-37.475,175.325
10567,10932,442.0,-37.475,175.375
10568,10043,76.0,-37.475,175.475
10569,10053,9.0,-37.475,175.525
10570,10054,11.0,-37.475,175.575
10571,10467,58.0,-37.575,175.425
10572,10554,74.0,-37.575,175.475
10573,10561,11.0,-37.575,175.525
10574,10574,12.0,-37.575,175.575
10575,10885,30.0,-37.525,175.425
10576,10906,120.0,-37.525,175.475
10577,10909,11.0,-37.525,175.525
10578,10910,11.0,-37.525,175.575
10579,10933,199.0,-37.475,175.425
10580,10055,11.0,-37.475,175.625
10581,10056,20.0,-37.475,175.675
10582,10057,336.0,-37.475,175.725
10583,10058,230.0,-37.475,175.775
10584,10580,16.0,-37.575,175.625
10585,10657,20.0,-37.575,175.675
10586,10662,20.0,-37.575,175.725
10587,10667,85.0,-37.575,175.775
10588,10911,12.0,-37.525,175.625
10589,10912,11.0,-37.525,175.675
10590,10913,290.0,-37.525,175.725
10591,10914,495.0,-37.525,175.775
10592,10059,352.0,-37.475,175.825
10593,10060,189.0,-37.475,175.875
10594,10061,58.0,-37.475,175.925
10595,10672,608.0,-37.575,175.825
10596,10677,102.0,-37.575,175.875
10597,10682,,-37.575,175.925
10598,10915,679.0,-37.525,175.825
10599,10916,337.0,-37.525,175.875
10600,10917,40.0,-37.525,175.925
10601,10687,1.0,-37.575,176.075
10602,10918,10.0,-37.525,176.025
10603,10919,15.0,-37.525,177.175
10604,10692,23.0,-37.575,178.025
10605,10697,21.0,-37.575,178.075
10606,10702,79.0,-37.575,178.125
10607,10768,111.0,-37.575,178.175
10608,10770,69.0,-37.575,178.225
10609,10772,86.0,-37.575,178.275
10610,10137,121.0,-37.275,174.675
10611,10062,124.0,-37.425,174.725
10612,10063,249.0,-37.425,174.775
10613,10064,160.0,-37.425,174.825
10614,10065,79.0,-37.425,174.875
10615,10087,20.0,-37.375,174.725
10616,10088,107.0,-37.375,174.775
10617,10089,169.0,-37.375,174.825
10618,10090,118.0,-37.375,174.875
10619,10112,30.0,-37.325,174.725
10620,10113,16.0,-37.325,174.775
10621,10114,20.0,-37.325,174.825
10622,10115,119.0,-37.325,174.875
10623,10138,20.0,-37.275,174.725
10624,10139,20.0,-37.275,174.775
10625,10140,17.0,-37.275,174.825
10626,10141,16.0,-37.275,174.875
10627,10066,78.0,-37.425,174.925
10628,10067,36.0,-37.425,174.975
10629,10068,33.0,-37.425,175.025
10630,10091,43.0,-37.375,174.925
10631,10092,121.0,-37.375,174.975
10632,10093,20.0,-37.375,175.025
10633,10116,156.0,-37.325,174.925
10634,10117,158.0,-37.325,174.975
10635,10118,66.0,-37.325,175.025
10636,10142,17.0,-37.275,174.925
10637,10143,121.0,-37.275,174.975
10638,10144,20.0,-37.275,175.025
10639,10069,20.0,-37.425,175.075
10640,10070,19.0,-37.425,175.125
10641,10071,7.0,-37.425,175.175
10642,10072,46.0,-37.425,175.225
10643,10094,25.0,-37.375,175.075
10644,10095,22.0,-37.375,175.125
10645,10096,11.0,-37.375,175.175
10646,10097,22.0,-37.375,175.225
10647,10119,20.0,-37.325,175.075
10648,10120,15.0,-37.325,175.125
10649,10121,21.0,-37.325,175.175
10650,10122,47.0,-37.325,175.225
10651,10145,32.0,-37.275,175.075
10652,10146,20.0,-37.275,175.125
10653,10147,38.0,-37.275,175.175
10654,10148,51.0,-37.275,175.225
10655,10073,128.0,-37.425,175.275
10656,10074,154.0,-37.425,175.325
10657,10075,226.0,-37.425,175.375
10658,10098,32.0,-37.375,175.275
10659,10099,98.0,-37.375,175.325
10660,10100,272.0,-37.375,175.375
10661,10123,75.0,-37.325,175.275
10662,10124,115.0,-37.325,175.325
10663,10125,102.0,-37.325,175.375
10664,10149,127.0,-37.275,175.275
10665,10150,137.0,-37.275,175.325
10666,10151,19.0,-37.275,175.375
10667,10036,7.0,-37.275,175.425
10668,10047,3.0,-37.275,175.475
10669,10076,337.0,-37.425,175.425
10670,10077,20.0,-37.425,175.475
10671,10078,10.0,-37.425,175.525
10672,10079,9.0,-37.425,175.575
10673,10101,40.0,-37.375,175.425
10674,10102,7.0,-37.375,175.475
10675,10103,8.0,-37.375,175.525
10676,10104,7.0,-37.375,175.575
10677,10126,9.0,-37.325,175.425
10678,10127,6.0,-37.325,175.475
10679,10128,4.0,-37.325,175.525
10680,10129,8.0,-37.325,175.575
10681,10158,7.0,-37.275,175.525
10682,10176,7.0,-37.275,175.575
10683,10080,12.0,-37.425,175.625
10684,10081,21.0,-37.425,175.675
10685,10082,158.0,-37.425,175.725
10686,10083,144.0,-37.425,175.775
10687,10105,7.0,-37.375,175.625
10688,10106,20.0,-37.375,175.675
10689,10107,391.0,-37.375,175.725
10690,10108,128.0,-37.375,175.775
10691,10130,5.0,-37.325,175.625
10692,10131,14.0,-37.325,175.675
10693,10132,361.0,-37.325,175.725
10694,10133,452.0,-37.325,175.775
10695,10180,10.0,-37.275,175.625
10696,10197,141.0,-37.275,175.675
10697,10302,95.0,-37.275,175.725
10698,10317,551.0,-37.275,175.775
10699,10084,106.0,-37.425,175.825
10700,10085,104.0,-37.425,175.875
10701,10086,20.0,-37.425,175.925
10702,10109,248.0,-37.375,175.825
10703,10110,135.0,-37.375,175.875
10704,10111,202.0,-37.375,175.925
10705,10134,282.0,-37.325,175.825
10706,10135,218.0,-37.325,175.875
10707,10136,92.0,-37.325,175.925
10708,10327,111.0,-37.275,175.825
10709,10337,66.0,-37.275,175.875
10710,10345,79.0,-37.275,176.275
10711,10439,81.0,-37.225,174.625
10712,10442,45.0,-37.225,174.675
10713,10490,118.0,-37.175,174.625
10714,10491,41.0,-37.175,174.675
10715,10512,134.0,-37.125,174.575
10716,10513,62.0,-37.125,174.625
10717,10455,80.0,-37.225,174.775
10718,10462,60.0,-37.225,174.825
10719,10469,120.0,-37.225,174.875
10720,10492,11.0,-37.175,174.725
10721,10493,22.0,-37.175,174.775
10722,10494,34.0,-37.175,174.825
10723,10495,47.0,-37.175,174.875
10724,10514,20.0,-37.125,174.775
10725,10515,23.0,-37.125,174.825
10726,10516,20.0,-37.125,174.875
10727,10470,60.0,-37.225,174.925
10728,10471,116.0,-37.225,174.975
10729,10472,73.0,-37.225,175.025
10730,10496,78.0,-37.175,174.925
10731,10497,96.0,-37.175,174.975
10732,10498,192.0,-37.175,175.025
10733,10517,24.0,-37.125,174.925
10734,10518,29.0,-37.125,174.975
10735,10519,228.0,-37.125,175.025
10736,10473,18.0,-37.225,175.075
10737,10474,19.0,-37.225,175.125
10738,10475,21.0,-37.225,175.175
10739,10476,71.0,-37.225,175.225
10740,10499,194.0,-37.175,175.075
10741,10500,157.0,-37.175,175.125
10742,10501,132.0,-37.175,175.175
10743,10502,107.0,-37.175,175.225
10744,10520,185.0,-37.125,175.075
10745,10521,115.0,-37.125,175.125
10746,10522,201.0,-37.125,175.175
10747,10523,174.0,-37.125,175.225
10748,10477,119.0,-37.225,175.275
10749,10478,88.0,-37.225,175.325
10750,10479,3.0,-37.225,175.375
10751,10503,22.0,-37.175,175.275
10752,10524,17.0,-37.125,175.275
10753,10480,3.0,-37.225,175.425
10754,10481,2.0,-37.225,175.475
10755,10482,3.0,-37.225,175.525
10756,10483,8.0,-37.225,175.575
10757,10504,4.0,-37.175,175.525
10758,10505,59.0,-37.175,175.575
10759,10525,365.0,-37.125,175.575
10760,10484,17.0,-37.225,175.625
10761,10485,202.0,-37.225,175.675
10762,10486,338.0,-37.225,175.725
10763,10487,242.0,-37.225,175.775
10764,10506,335.0,-37.175,175.625
10765,10507,601.0,-37.175,175.675
10766,10508,304.0,-37.175,175.725
10767,10509,152.0,-37.175,175.775
10768,10526,45.0,-37.125,175.625
10769,10527,515.0,-37.125,175.675
10770,10528,265.0,-37.125,175.725
10771,10529,233.0,-37.125,175.775
10772,10488,55.0,-37.225,175.825
10773,10489,11.0,-37.225,175.875
10774,10510,121.0,-37.175,175.825
10775,10511,100.0,-37.175,175.875
10776,10530,175.0,-37.125,175.825
10777,10308,132.0,-36.975,174.475
10778,10310,356.0,-36.975,174.525
10779,10359,241.0,-36.925,174.475
10780,10360,311.0,-36.925,174.525
10781,10549,43.0,-37.025,174.525
10782,10312,212.0,-36.975,174.575
10783,10361,233.0,-36.925,174.575
10784,10362,63.0,-36.925,174.625
10785,10363,60.0,-36.925,174.675
10786,10531,143.0,-37.075,174.575
10787,10532,93.0,-37.075,174.625
10788,10314,19.0,-36.975,174.775
10789,10321,19.0,-36.975,174.825
10790,10322,19.0,-36.975,174.875
